AndroRAT|AndroRAT|Remote_Administration_Toolkit|https://github.com/The404Hacking/AndroRAT|git|java,git|
serpentine|serpentine|Remote_Administration_Toolkit|https://github.com/jafarlihi/serpentine|git|c++,java|
n00bRAT|n00bRAT|Remote_Administration_Toolkit|https://github.com/abhishekkr/n00bRAT|git|git,make|
